Product Name,Barcode,Common Name,Packaging,Brands,Categories,Countries where sold,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Packaging Impact,Nutrient Levels,Ingredients,Additives,Ingredient Analysis,fat,saturated-fat,sugars,salt,Ingredient Classifications,Harmful Count,Moderate Count,Safe Count,Dietary Flags,Health Impact Score,Health Classification
munch max - nestle - 42g,8901058904093.0,Coater Wafer,Unknown,Nestle,coated chocolate wafer,India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (23.2%); Saturated fat in high quantity (22.6%); Sugars in high quantity (34.3%); Salt in low quantity (0.199%),"Sugar, Refined Wheat flour Maida, Hydrogenated vegetable fat, Fractionated vegetable fat Milk solids, Cocoa solids 4, Emulsifier Soya lecithin, Raising agent 500i, Yeast, lodised salt Flourtreatment agent 516, Artificial Vanilla and NatureIdentical flavouring substances Contains Wheat, Sesame, Milk and Soy",E322 - Lecithins; E322i - Lecithin; E500 - Sodium carbonates; E516 - Calcium sulphate,May contain palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flour maida', 'hydrogenated vegetable fat', 'fractionated vegetable fat milk solids', 'cocoa solids 4', 'raising agent 500i', 'yeast', 'artificial vanilla and natureidentical flavouring substances contains wheat', 'sesame', 'milk and soy'], 'moderate': ['sugar', 'emulsifier soya lecithin', 'lodised salt flourtreatment agent 516'], 'harmful': []}",0,3,9,"{'gluten-free': ['refined wheat flour maida', 'artificial vanilla and natureidentical flavouring substances contains wheat'], 'vegan': ['fractionated vegetable fat milk solids', 'milk and soy'], 'low sugar': ['sugar']}",,Red
cassatta - amul - 150g,41102177191.0,Unknown,Unknown,Amul,"desserts, frozen foods, frozen desserts, ice creams and sorbets, ice creams",India,3.0,Poor nutritional quality,4.0,Ultra processed foods,4.0,,Fat in moderate quantity (15.1%); Saturated fat in high quantity (7.6%); Sugars in high quantity (20.4%); Salt in low quantity (0.11%),"Ice Cream 80 Milk solids, sugar, mixed fruit jam 27, emulsifier 471, stabilisers 407, 466, 415, 412, artificial flavouring substances strawberry, butterscotch, tutti frutti, vanilla, colours 102, 124, 127 Eggless Cake Base 10, Refined wheat flour, sugar palm oil, milk solids, emulsifiers 477, 471, 4701, 429, 400, 415, raising agents 5004, 5030 Topping 10, Cashew pieces, Allergen Information Contains milk, wheat, nut",E102 - Tartrazine; E124 - Ponceau 4r; E127 - Erythrosine; E400 - Alginic acid; E407 - Carrageenan; E412 - Guar gum; E415 - Xanthan gum; E429 - Peptone; E466 - Sodium carboxy methyl cellulose; E470 - Sodium/potassium/calcium and magnesium salts of fatty acids; E471 - Mono- and diglycerides of fatty acids; E477 - Propane-1‚2-diol esters of fatty acids; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil content unknown; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['ice cream 80 milk solids', 'mixed fruit jam 27', 'emulsifier 471', 'stabilisers 407', '466', '415', '412', 'artificial flavouring substances strawberry', 'butterscotch', 'tutti frutti', 'vanilla', 'colours 102', '124', '127 eggless cake base 10', 'refined wheat flour', 'milk solids', 'emulsifiers 477', '471', '4701', '429', '400', '415', 'raising agents 5004', '5030 topping 10', 'cashew pieces', 'allergen information contains milk', 'wheat', 'nut'], 'moderate': ['sugar', 'sugar palm oil'], 'harmful': []}",0,2,28,"{'gluten-free': ['refined wheat flour', 'wheat'], 'vegan': ['ice cream 80 milk solids', 'butterscotch', '127 eggless cake base 10', 'milk solids', 'allergen information contains milk'], 'low sugar': ['sugar', 'sugar palm oil']}",,Red
orange soan treat - haldiram's - 250g,8904004405514.0,Unknown,Unknown,Haldiram's,"snacks, sweet snacks",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (23.1%); Saturated fat in high quantity (8.53%); Sugars in high quantity (46.2%); Salt in low quantity (0.2%),"Refined Sugar, Refined Wheat FlourMaida Refined Palmolein Oil, Bengal Gram Flour Besan, Hydrogenated Vegetable Oil Vanaspati, Liquid Glucose, Almond, Pistachio Nuts, Colour INS 110, Natural Flavouring Substances  Nature Identical Flavouring Substances Allergen Contains Almonds, Pistachios  Wheat May Contains Coconut, Cashew, Milk, Soy, Peanut  Sesame Seed",E110 - Sunset yellow FCF,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flourmaida refined palmolein oil', 'bengal gram flour besan', 'hydrogenated vegetable oil vanaspati', 'liquid glucose', 'almond', 'pistachio nuts', 'colour ins 110', 'natural flavouring substances  nature identical flavouring substances allergen contains almonds', 'pistachios  wheat may contains coconut', 'cashew', 'milk', 'soy', 'peanut  sesame seed'], 'moderate': ['refined sugar'], 'harmful': []}",0,1,13,"{'gluten-free': ['refined wheat flourmaida refined palmolein oil', 'pistachios  wheat may contains coconut'], 'vegan': ['milk'], 'low sugar': ['refined sugar']}",,Red
wrap tortilla - salsalito - 348 g,8906007702263.0,Unknown,Unknown,Salsalito,"plant-based foods and beverages, plant-based foods, cereals and potatoes, breads, flatbreads, white breads, wheat breads, wheat flatbreads",India,5.0,Average nutritional quality,4.0,Ultra processed foods,4.0,,Fat in moderate quantity (5.33%); Saturated fat in moderate quantity (2.53%); Sugars in low quantity (4.16%); Salt in low quantity (0.28%),"Refined Wheat Flour Maida 5918, Water, Refined Palmolein Oil, Humectant INS 422, Sugar, Emulsifiers INS 450 i, INS 471, Acidity Regulator INS 330, Raising Agent INS 500 ii, Iodized Salt, Preservatives INS 202, INS 282, Cysteine  Hydrochloride, Flour Treatment Agent INS 1100",E1100 - Alpha-Amylase; E202 - Potassium sorbate; E282 - Calcium propionate; E330 - Citric acid; E422 - Glycerol; E450 - Diphosphates; E450i - Disodium diphosphate; E471 - Mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida 5918', 'water', 'refined palmolein oil', 'humectant ins 422', 'emulsifiers ins 450 i', 'ins 471', 'acidity regulator ins 330', 'raising agent ins 500 ii', 'preservatives ins 202', 'ins 282', 'cysteine  hydrochloride', 'flour treatment agent ins 1100'], 'moderate': ['sugar', 'iodized salt'], 'harmful': []}",0,2,12,"{'gluten-free': ['refined wheat flour maida 5918'], 'vegan': [], 'low sugar': ['sugar']}",,Red
milk white bread - bakes fresh - 400g,8908002105087.0,Unknown,Unknown,Bakes Fresh,"plant-based foods and beverages, plant-based foods, cereals and potatoes, breads",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (5.4%); Saturated fat in moderate quantity (3.2%); Sugars in moderate quantity (5.6%),"Refined Wheat Flour, Milk Powder, Fresh Yeast, Sugar, Salt lodised, Gluten, Class II preservative 282, Emulsifier 471 e, Improver 1100 Anti oxidants 300, Acidity Regulator INS260, Edible Vegetable Oil Palm Oil",E1100 - Alpha-Amylase; E260 - Acetic acid; E282 - Calcium propionate; E300 - Ascorbic acid; E471 - Mono- and diglycerides of fatty acids,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['refined wheat flour', 'milk powder', 'fresh yeast', 'gluten', 'class ii preservative 282', 'emulsifier 471 e', 'improver 1100 anti oxidants 300', 'acidity regulator ins260', 'edible vegetable oil palm oil'], 'moderate': ['sugar', 'salt lodised'], 'harmful': []}",0,2,9,"{'gluten-free': ['refined wheat flour'], 'vegan': ['milk powder'], 'low sugar': ['sugar']}",,Red
whey protein - rich milk chocolate flavour - muscleblaze,8906067021199.0,Unknown,Unknown,Muscleblaze,"dairies, whey powder",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (6.31%); Saturated fat in moderate quantity (4.11%),"Whey Protein Blend Whey Protein Concentrate, Whey Powder  Whey Protein Isolate, Cocoa Powder, Nature Identical Flavouring Substances, Sodium Chloride, Emulsifier INS 322 i, Stabilizer INS 415, Amylase, Protease, Lactase, Lipase  Cellulase, Sweetener INS 955  AntiCaking Agent INS 551",E1100 - Alpha-Amylase; E1101 - Protease; E322 - Lecithins; E322i - Lecithin; E415 - Xanthan gum; E551 - Silicon dioxide; E955 - Sucralose,Palm oil free; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['whey protein blend whey protein concentrate', 'whey powder  whey protein isolate', 'cocoa powder', 'nature identical flavouring substances', 'sodium chloride', 'emulsifier ins 322 i', 'stabilizer ins 415', 'amylase', 'protease', 'lactase', 'lipase  cellulase', 'sweetener ins 955  anticaking agent ins 551'], 'moderate': [], 'harmful': []}",0,0,12,"{'gluten-free': [], 'vegan': ['whey protein blend whey protein concentrate', 'whey powder  whey protein isolate'], 'low sugar': []}",,Red
whey protein - rich milk chocolate flavour - muscleblaze,8906067021199.0,Unknown,Unknown,Muscleblaze,"dairies, whey powder",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (6.31%); Saturated fat in moderate quantity (4.11%),"Whey Protein Blend Whey Protein Concentrate, Whey Powder  Whey Protein Isolate, Cocoa Powder, Nature Identical Flavouring Substances, Sodium Chloride, Emulsifier INS 322 i, Stabilizer INS 415, Amylase, Protease, Lactase, Lipase  Cellulase, Sweetener INS 955  AntiCaking Agent INS 551",E1100 - Alpha-Amylase; E1101 - Protease; E322 - Lecithins; E322i - Lecithin; E415 - Xanthan gum; E551 - Silicon dioxide; E955 - Sucralose,Palm oil free; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['whey protein blend whey protein concentrate', 'whey powder  whey protein isolate', 'cocoa powder', 'nature identical flavouring substances', 'sodium chloride', 'emulsifier ins 322 i', 'stabilizer ins 415', 'amylase', 'protease', 'lactase', 'lipase  cellulase', 'sweetener ins 955  anticaking agent ins 551'], 'moderate': [], 'harmful': []}",0,0,12,"{'gluten-free': [], 'vegan': ['whey protein blend whey protein concentrate', 'whey powder  whey protein isolate'], 'low sugar': []}",,Red
fruit mufflins - ribbons & balloons - 60g,8907790000338.0,Unknown,Unknown,Ribbons & Balloons,"snacks, sweet snacks, biscuits and cakes, cakes, muffins, fruit muffins",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in moderate quantity (16.6%); Saturated fat in high quantity (7.75%); Sugars in high quantity (40%); Salt in moderate quantity (0.325%),"REFINED WHEAT FLOUR MAIDA, SUGAR, EDIBLE VEGETABLE OIL PALM OIL, WATER, MILK SOLIDS, SWEETENER INS 420, RAISING AGENT INS 500i, INS 541, EDIBLE STARCH, EMULSIFIERS INS 472e, INS 475, INS 471, INS 477, INS 470i, ACIDITY REGULATOR INS 330, STABILIZER INS 415, ANTICAKING AGENT INS 341iii, HUMECTANT INS 422, INS 1520, IODISED SALT AND ANTIOXIDANT INS 320 CONTAINS ADDED FLAVOURS NATURE IDENTICAL AND ARTIFICIAL FLAVOURING SUBSTANCEVANILLA AND MIX FRUIT CONTAINS PERMITTED CLASS II PRESERVATIVES INS 282, INS 200, INS 202 Numbers in brackets as per International Numbering System",E1520 - Propylene Glycol; E200 - Sorbic acid; E202 - Potassium sorbate; E282 - Calcium propionate; E320 - Butylated hydroxyanisole (bha); E330 - Citric acid; E341 - Calcium phosphates; E341iii - Tricalcium phosphate; E415 - Xanthan gum; E420 - Sorbitol; E422 - Glycerol; E471 - Mono- and diglycerides of fatty acids; E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; E475 - Polyglycerol esters of fatty acids; E477 - Propane-1‚2-diol esters of fatty acids; E500 - Sodium carbonates; E500i - Sodium carbonate; E541 - Sodium aluminium phosphate,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'edible vegetable oil palm oil', 'water', 'milk solids', 'sweetener ins 420', 'raising agent ins 500i', 'ins 541', 'edible starch', 'emulsifiers ins 472e', 'ins 475', 'ins 471', 'ins 477', 'ins 470i', 'acidity regulator ins 330', 'stabilizer ins 415', 'anticaking agent ins 341iii', 'humectant ins 422', 'ins 1520', 'ins 200', 'ins 202 numbers in brackets as per international numbering system'], 'moderate': ['sugar', 'iodised salt and antioxidant ins 320 contains added flavours nature identical and artificial flavouring substancevanilla and mix fruit contains permitted class ii preservatives ins 282'], 'harmful': []}",0,2,20,"{'gluten-free': ['refined wheat flour maida'], 'vegan': ['milk solids'], 'low sugar': ['sugar']}",,Red
burst - bisk farm,8906017862520.0,Unknown,Unknown,Bisk Farm,"snacks, sweet snacks, biscuits and cakes, biscuits, wafers",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in moderate quantity (16.9%); Saturated fat in high quantity (9.57%); Sugars in high quantity (44.8%); Salt in moderate quantity (0.345%),"REFINED WHEAT FLOUR MAIDA 426, SUGAR, EDIBLE VEGETABLE OIL PALM, PALMOLEIN, MILK SOLIDS, EDIBLE STARCHE CORN, SALT, EMULSIFIER 322, DISPERSING AGENT 1520 AND ANTIOXIDANT 319 STRAWBERRY FLAVOURED FILLING 3523 HYDROGENATED VEGETABLE OIL PALM, PALMOLEIN, EDIBLE VEGETABLE OIL PALM, PALMOLEIN, EMULSIFIER 322, SALT, SUGAR, WHEY POWDER, MILK SOLIDS, DEXTROSE MONOHYDRATE, EDIBLE STARCHE CORN, EMULSIFIER 322, DISPERSING AGENT 1520  ANTIOXIDANT 319",E1520 - Propylene Glycol; E319 - Tertiary-butylhydroquinone (tbhq); E322 - Lecithins,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida 426', 'edible vegetable oil palm', 'palmolein', 'milk solids', 'edible starche corn', 'emulsifier 322', 'dispersing agent 1520 and antioxidant 319 strawberry flavoured filling 3523 hydrogenated vegetable oil palm', 'palmolein', 'edible vegetable oil palm', 'palmolein', 'emulsifier 322', 'whey powder', 'milk solids', 'dextrose monohydrate', 'edible starche corn', 'emulsifier 322', 'dispersing agent 1520  antioxidant 319'], 'moderate': ['sugar', 'salt', 'salt', 'sugar'], 'harmful': []}",0,4,17,"{'gluten-free': ['refined wheat flour maida 426'], 'vegan': ['milk solids', 'whey powder', 'milk solids'], 'low sugar': ['sugar', 'sugar']}",,Red
myfitness peanut butter - 510g,8904327600399.0,Unknown,Unknown,Myfitness,"plant-based foods and beverages, plant-based foods, legumes and their products, spreads, nuts and their products, plant-based spreads, oilseed purees, legume butters, nut butters, peanut butters",India,4.0,Average nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (50%); Saturated fat in high quantity (10%); Sugars in moderate quantity (10%); Salt in moderate quantity (0.875%),"Roasted Peanuts, Brown Sugar, Pink Himalayan Salt, Permitted Stabilizing Agent INS 471",E471 - Mono- and diglycerides of fatty acids,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['roasted peanuts', 'permitted stabilizing agent ins 471'], 'moderate': ['brown sugar', 'pink himalayan salt'], 'harmful': []}",0,2,2,"{'gluten-free': [], 'vegan': [], 'low sugar': ['brown sugar']}",,Red
paper boat drink orange 150ml - 3,8906080600357.0,Unknown,Unknown,Paper Boat,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13.9%); Salt in moderate quantity (0.155%),"WATER, SUGAR, ORANGE JUICE CONCENTRATE, ACIDITY REGULATOR TRISODIUM CITRATE AND CITRIC ACID, FLAVOURS NATUREIDENTICAL AND NATURAL, STABILIZERS CAROB BEAN GUM AND CARRAGEENAN, ANTIOXIDANT ASCORBIC ACID AND VITAMIN D2 ERGOCALCIFEROL RECONSTITUTED 20 ORANGE JUICE",E300 - Ascorbic acid; E330 - Citric acid; E331 - Sodium citrates; E331iii - Trisodium citrate; E407 - Carrageenan; E410 - Locust bean gum,Palm oil free; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'orange juice concentrate', 'flavours natureidentical and natural', 'antioxidant ascorbic acid and vitamin d2 ergocalciferol reconstituted 20 orange juice'], 'moderate': ['sugar', 'acidity regulator trisodium citrate and citric acid', 'stabilizers carob bean gum and carrageenan'], 'harmful': []}",0,3,4,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
sugar free multigrain cookies - unibic - 75g,8906009077543.0,Unknown,Unknown,Unibic,"snacks, sweet snacks, biscuits and cakes, biscuits",India,4.0,Poor nutritional quality,4.0,Ultra processed foods,3.0,,Fat in moderate quantity (19.9%); Saturated fat in high quantity (11.6%); Sugars in low quantity (0.5%); Salt in moderate quantity (0.625%),"Cereal Products 45 Refined Wheat Flour Maida, Rice, Ragi, Oats, Corn, Sweetener INS 965  Maltitol, Edible Vegetable Oil Palm, Oat Fibre, Nuts 4 Almond  Cashew, Butter, Desiccated Coconut Powder, Wheat Bran, Leavening Agents INS 503 ii, INS 500 ii, Emulsifier INS 322 from Soy, lodised Salt, Vitamins and Minerals, Nature Identical and Artificial Flavouring Substances Vanillin",E322 - Lecithins; E500 - Sodium carbonates; E500ii - Sodium hydrogen carbonate; E503 - Ammonium carbonates; E503ii - Ammonium hydrogen carbonate; E965 - Maltitol,Palm oil; Non-vegan; Vegetarian,,,,,"{'safe': ['cereal products 45 refined wheat flour maida', 'rice', 'ragi', 'oats', 'corn', 'sweetener ins 965  maltitol', 'edible vegetable oil palm', 'oat fibre', 'nuts 4 almond  cashew', 'butter', 'desiccated coconut powder', 'wheat bran', 'leavening agents ins 503 ii', 'ins 500 ii', 'emulsifier ins 322 from soy', 'vitamins and minerals', 'nature identical and artificial flavouring substances vanillin'], 'moderate': ['lodised salt'], 'harmful': []}",0,1,17,"{'gluten-free': ['cereal products 45 refined wheat flour maida', 'sweetener ins 965  maltitol', 'wheat bran'], 'vegan': ['butter'], 'low sugar': []}",,Red
funfoods peanut butter - dr. oetker - 925 g,8906002004447.0,Unknown,Unknown,Dr. Oetker,"plant-based foods and beverages, plant-based foods, legumes and their products, spreads, plant-based spreads, oilseed purees, legume butters, peanut butters",India,5.0,Missing data to compute the Nutri-Score,4.0,Ultra processed foods,2.0,,Fat in high quantity (51%); Saturated fat in high quantity (10.4%); Sugars in moderate quantity (7.5%),"Roasted Peanuts 91, Sugar, Stabilizer INS471, Iodised Salt",E471 - Mono- and diglycerides of fatty acids,May contain palm oil; Maybe vegan; Vegetarian,,,,,"{'safe': ['roasted peanuts 91', 'stabilizer ins471'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,2,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
chocolate cookies - amul - 50g,8901262220552.0,Unknown,Unknown,Amul,"snacks, sweet snacks, biscuits and cakes, biscuits, chocolate biscuits",India,2.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (24.8%); Saturated fat in high quantity (15.9%); Sugars in high quantity (29.1%); Salt in moderate quantity (0.625%),"Refined wheat flour maida, butter 23, sugar, plain chocolate chips 3, cocoa solids 2, milk solids, liquid glucose, raising agents 500i, 503ii, emulsifier 481 i, artificial flavouring substances vanilla, cocoa chocolate Allergen Information Contains wheat, milk",E481 - Sodium stearoyl-2-lactylate; E500 - Sodium carbonates; E503 - Ammonium carbonates,Palm oil content unknown; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['refined wheat flour maida', 'butter 23', 'plain chocolate chips 3', 'cocoa solids 2', 'milk solids', 'liquid glucose', 'raising agents 500i', '503ii', 'emulsifier 481 i', 'artificial flavouring substances vanilla', 'cocoa chocolate allergen information contains wheat', 'milk'], 'moderate': ['sugar'], 'harmful': []}",0,1,12,"{'gluten-free': ['refined wheat flour maida', 'cocoa chocolate allergen information contains wheat'], 'vegan': ['butter 23', 'milk solids', 'milk'], 'low sugar': ['sugar']}",,Red
tropicana litchi delight juice 1ltr (pckt) - 200 ml,8902080013272.0,Unknown,1,Tropicana,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages, juices and nectars, fruit juices",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,1.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13.1%); Salt in low quantity (0.0225%),"WATER, LITCHI PULP 13, SUGAR, CONCENTRATED APPLE JUICE 2, ACIDITY REGULATOR 296, FLAVOUR NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES, STABILIZER 440, IODISED SALT, ANTIOXIDANT 300",E296 - Malic acid; E300 - Ascorbic acid; E440 - Pectins,Palm oil content unknown; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'litchi pulp 13', 'concentrated apple juice 2', 'acidity regulator 296', 'flavour natural and nature identical flavouring substances', 'stabilizer 440', 'antioxidant 300'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,7,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
sweet chilli doritos - 50gm,8901491000208.0,Unknown,Unknown,Doritos,"snacks, nacho chips",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,0.0,,Fat in high quantity (23.4%); Saturated fat in high quantity (8.7%); Sugars in moderate quantity (6.5%); Salt in high quantity (1.6%),"Corn 79, Edible Vegetable Oil Palmolein, Seasoning Sugar, lodised Salt, Spices  Condiments, Acidity Regulators 296, 330, 260, Flavour Natural and Nature Identical Flavouring Substances, Fructose, Flavour Enhancers 631, 627, Tomato Powder, Wheat Maltodextrin, Anticaking agent 551, Colour 160c, Antioxidant 300 As flavoring agent Contains Onion and Garlic Allergen Advice Contains Wheat",E160c - Paprika extract; E260 - Acetic acid; E296 - Malic acid; E330 - Citric acid; E551 - Silicon dioxide; E627 - Disodium guanylate; E631 - Disodium inosinate,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['corn 79', 'edible vegetable oil palmolein', 'spices  condiments', 'acidity regulators 296', '330', '260', 'flavour natural and nature identical flavouring substances', 'fructose', 'flavour enhancers 631', '627', 'tomato powder', 'wheat maltodextrin', 'anticaking agent 551', 'colour 160c', 'antioxidant 300 as flavoring agent contains onion and garlic allergen advice contains wheat'], 'moderate': ['seasoning sugar', 'lodised salt'], 'harmful': []}",0,2,15,"{'gluten-free': ['wheat maltodextrin', 'antioxidant 300 as flavoring agent contains onion and garlic allergen advice contains wheat'], 'vegan': [], 'low sugar': ['seasoning sugar']}",,Red
pringles - south african style periperi flavour,8886467122446.0,Unknown,Unknown,Pringles,"plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, salty snacks, appetizers, chips and fries, crisps, potato crisps, salty snacks made from potato",India,3.0,Bad nutritional quality,4.0,Ultra processed foods,3.0,,Fat in high quantity (28.5%); Saturated fat in high quantity (15%); Sugars in low quantity (2%); Salt in moderate quantity (1.48%),"Dried Potato 44, Edible Vegetable Oil Palm Oil, Corn Flour, Starch, Peri Peri Seasoning 65 Maltodextrin, Salt, Sugar, Flavouring Substances Natural  Nature Identical, Vegetable Powder 5 Garlic, Vinegar, Spices Red Chilli Pepper 3, Cumin, Acidity Regulator INS 296, Flavour Enhancer INS 635, Anticaking Agents INS 341iii, 551, Spice Extracts 06 Green Chilli, Garlic, Paprika, Herb Extract Oregano, Emulsifier INS 471, Maltodextrin, Acidity",E296 - Malic acid; E341 - Calcium phosphates; E471 - Mono- and diglycerides of fatty acids; E551 - Silicon dioxide; E635 - Disodium 5'-ribonucleotide,Palm oil; Vegan status unknown; Vegetarian status unknown,,,,,"{'safe': ['dried potato 44', 'edible vegetable oil palm oil', 'corn flour', 'starch', 'peri peri seasoning 65 maltodextrin', 'flavouring substances natural  nature identical', 'vegetable powder 5 garlic', 'vinegar', 'spices red chilli pepper 3', 'cumin', 'acidity regulator ins 296', 'flavour enhancer ins 635', 'anticaking agents ins 341iii', '551', 'spice extracts 06 green chilli', 'garlic', 'paprika', 'herb extract oregano', 'emulsifier ins 471', 'maltodextrin', 'acidity'], 'moderate': ['salt', 'sugar'], 'harmful': []}",0,2,21,"{'gluten-free': ['peri peri seasoning 65 maltodextrin', 'maltodextrin'], 'vegan': [], 'low sugar': ['sugar']}",,Red
tropicana orange delight - 180ml,8902080002085.0,Unknown,Unknown,Tropicana,"plant-based foods and beverages, beverages, plant-based beverages, fruit-based beverages, juices and nectars, fruit juices, fruit juices from concentrate, orange juices, orange juices from concentrate, sweetened beverages",India,4.0,Bad nutritional quality,4.0,Ultra processed foods,5.0,,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (12%); Salt in low quantity (0.085%),"WATER, CONCENTRATED ORANGE JUICE 82, SUGAR, ACIDITY REGULATOR E 330, iodised salt, STABILIZERS E 440, FLAVOUR NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES, COLOURE 160ai,ORANGE JUICE 45 RECONSTITUTED BEVERAGE",E160a - Carotene; E160ai - Beta-carotene; E330 - Citric acid; E440 - Pectins,May contain palm oil; Vegan status unknown; Vegetarian,,,,,"{'safe': ['water', 'concentrated orange juice 82', 'acidity regulator e 330', 'stabilizers e 440', 'flavour natural and nature identical flavouring substances', 'coloure 160ai,orange juice 45 reconstituted beverage'], 'moderate': ['sugar', 'iodised salt'], 'harmful': []}",0,2,6,"{'gluten-free': [], 'vegan': [], 'low sugar': ['sugar']}",,Red
5-grain digestive high fibre - sunfeast farmlite - 800g,8901725002206.0,Biscuits,Unknown,Sunfeast Farmlite,"snacks, sweet snacks, biscuits and cakes, biscuits",India,1.0,Bad nutritional quality,4.0,Ultra processed foods,2.0,,Fat in moderate quantity (20%); Saturated fat in high quantity (8.3%); Sugars in high quantity (21%); Salt in high quantity (1.69%),"WHEAT FLOUR ATTA 512, REFINED PALM OIL, SUGAR, WHEAT BRAN 43, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS INS 503ii, INS 500ii, MALTODEXTRIN, CORN FLAKES 09, MILK SOLIDS, JOWAR FLOUR 05, RAGI FLOUR 05, CORN FLOUR 05, IODIZED SALT, EMULSIFIERS LECITHIN FROM SOYABEAN, MONOAND DIGLYCERIDES OF FATTY ACIDS FROM PALM OIL, DIACETYL TARTARIC ACID ESTER OF MONODIGLYCERIDES FROM SUNFLOWER  PALM OIL, OAT FLAKES 04, NATURAL FLAVOUR  NATURAL FLAVOURING SUBSTANCES, MALT EXTRACT, ARTIFICIAL FLAVOURING SUBSTANCES MILK, MALT, VANILLA, FLOUR TREATMENT AGENT INS 223 AND NATURE IDENTICAL FLAVOURING SUBSTANCES CONTAINS WHEAT, OATS, MILK, SOY, SULPHITES MAY CONTAINS NUTS",E223 - Sodium metabisulphite; E322 - Lecithins; E322i - Lecithin; E471 - Mono- and diglycerides of fatty acids; E500 - Sodium carbonates; E503 - Ammonium carbonates; E503ii - Ammonium hydrogen carbonate,Palm oil; Non-vegan; Vegetarian status unknown,,,,,"{'safe': ['wheat flour atta 512', 'refined palm oil', 'wheat bran 43', 'invert syrup', 'liquid glucose', 'raising agents ins 503ii', 'ins 500ii', 'maltodextrin', 'corn flakes 09', 'milk solids', 'jowar flour 05', 'ragi flour 05', 'corn flour 05', 'monoand diglycerides of fatty acids from palm oil', 'diacetyl tartaric acid ester of monodiglycerides from sunflower  palm oil', 'oat flakes 04', 'natural flavour  natural flavouring substances', 'malt extract', 'artificial flavouring substances milk', 'malt', 'vanilla', 'flour treatment agent ins 223 and nature identical flavouring substances contains wheat', 'oats', 'milk', 'soy', 'sulphites may contains nuts'], 'moderate': ['sugar', 'iodized salt', 'emulsifiers lecithin from soyabean'], 'harmful': []}",0,3,26,"{'gluten-free': ['wheat flour atta 512', 'wheat bran 43', 'maltodextrin', 'malt extract', 'malt', 'flour treatment agent ins 223 and nature identical flavouring substances contains wheat'], 'vegan': ['milk solids', 'artificial flavouring substances milk', 'milk'], 'low sugar': ['sugar']}",,Red
