Product Name,Barcode,Common Name,Brands,Categories,Nutri-Score,Nutri-Score Quality,NOVA Group,Food Processing,Eco-Score,Nutrient Levels,Ingredients,Additives,Ingredient Analysis
Turtle chips spicy devil - Orion - 70g,8906130900574.0,Unknown,Orion,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in high quantity (29.6%); Saturated fat in high quantity (12.8%); Sugars in moderate quantity (7.06%); Salt in high quantity (2.92%),"corn flour , edible name turtle chipsspicy devil seasoning sugar, edible commonsalte chilli , hydrolysed soy protein , garlic , natural  nature identical flavouring substances, ed vegetable oil sesame oil, antica ins , flavour enhancers ins acidity regulatorins   ins colour ins c, raising a allergen information c may contain wheat, milk, sulphite",['e160c - paprika extract; e330 - citric acid; e551 - silicon dioxide'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
MYPROTEIN Impact Whey Protein Strawberry Cream - 2.5kg,5056185745231.0,Unknown,MYPROTEIN,"Dietary supplements, Bodybuilding supplements, Protein powders",Nutri-Score B,Good nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (7.2%); Saturated fat in moderate quantity (4.8%); Sugars in low quantity (4%); Salt in low quantity (0.00024%),"whey protein concentrate emulsifiers sunflower lecithin and soy lecithin , artificial flavour strawberry cream, beetroot concentrate carrier maltodextrin, acidity regulator citric acid, sweetener sucralose",['e322 - lecithins; e322i - lecithin; e330 - citric acid; e955 - sucralose'],Palm oil free; Non-vegan; Vegetarian status unknown
Sweet Lassi - Thirumala - 160 ml,8906023647845.0,Unknown,Thirumala,"Beverages and beverages preparations, Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks, Lassi",Nutri-Score E,Bad nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Fat in moderate quantity (2.5%); Saturated fat in moderate quantity (1.6%); Sugars in high quantity (19%); Salt in low quantity (0.0875%),"milk solids, sugar syrup, contains added artificial food flavour contains milk",,Palm oil content unknown; Non-vegan; Vegetarian status unknown
Suchali's Artisan Sourdough Multigrain - 600 g,8908018729017.0,Unknown,Suchali's,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sourdough bread",Nutri-Score C,Average nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Fat in low quantity (1.51%); Saturated fat in low quantity (0.583%); Sugars in low quantity (2.79%); Salt in moderate quantity (1.3%),"whole wheat flour, white flour, water, melon seeds, flax seeds, chia seeds, white sesame seeds, salt",,Palm oil free; Vegan; Vegetarian
California Inshell Walnut - Happilo - 200g,8906081120212.0,Unknown,Happilo,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Shelled nuts, Walnuts",Nutri-Score A,Very good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in high quantity (66.7%); Saturated fat in moderate quantity (5%); Sugars in low quantity (0%); Salt in low quantity (0.025%),walnut,,Palm oil free; Vegan; Vegetarian
Molsi's Cashew Pepper Dry Roasted,8906021062466.0,Unknown,Molsi's,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Roasted nuts, Roasted Cashew Nuts",Nutri-Score C,Average nutritional quality,NOVA 3,Processed foods,Eco-Score D,Fat in high quantity (46.4%); Saturated fat in high quantity (10.7%); Sugars in moderate quantity (6%); Salt in moderate quantity (0.875%),"cashew nuts, pepper  salt",,Palm oil free; Vegan; Vegetarian
Millet muesli - Tata Soulfoul - 500 g,8908002984965.0,Unknown,Tata Soulfoul,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, Cereals with nuts, Mueslis with nuts",Nutri-Score A,Very good nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (11.9%); Saturated fat in moderate quantity (2.9%); Sugars in low quantity (3%); Salt in low quantity (0.163%),"rolled oats , brown rice fakes , millets  ragi , jowar , corn flakes , flax seeds , black raisins , almonds , rice bran oil, chia seeds , pumpkin seeds , edible vegetable oil palmolein, iodized salt, anticaking agent ins , natural flavour, antioxidant ins",['e170 - calcium carbonates; e320 - butylated hydroxyanisole (bha)'],Palm oil; Vegan status unknown; Vegetarian status unknown
7-in-1 Mix - True Elements,8906112661790.0,Unknown,True Elements,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Snacks, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Dried mixed fruits, Mix of grains and dried fruit",Nutri-Score C,Average nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in high quantity (39%); Saturated fat in high quantity (7.9%); Sugars in low quantity (0%); Salt in low quantity (0.195%),"seeds   pumpkin, watermelon, sunflower, flax seeds , sesame seeds , soynut , chia seeds , rosemary extract",['e392 - extracts of rosemary'],Palm oil free; Vegan status unknown; Vegetarian
Hide & Seek Caffé Mocha - Parle - 100g,8901719117206.0,Unknown,Parle,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, Cookies with Chocolate Chips and Coffee",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (17.8%); Saturated fat in high quantity (9.2%); Sugars in high quantity (32%); Salt in moderate quantity (0.355%),"refined wheat flour, chocolate  sugar, cocoa solids, cocoa butter, dexstrose, soy lecithin, vanilla, sugar, refined palm oil, inverter sugar syrup, instant coffee chicory mixture , raising agents  ii,  ii, iodized salt, emulsifier of vegetable origin e",['e322 - lecithins; e322i - lecithin; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Vegan status unknown; Vegetarian status unknown
Cranberry - Cadbury Bournville - 80 g,7622202030819.0,Unknown,Cadbury Bournville,Chocolates with cranberry,Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in high quantity (31.1%); Saturated fat in high quantity (19.3%); Sugars in high quantity (45.6%); Salt in low quantity (0.035%),"sugar, cocoa solids, dried sweetened cranberries  cranberries, sugar, cocoa butter, almonds , milk solids, emulsifiers , , flavours natural and nature identical flavouring substances allergen information contains milk, almond may contain other tree nuts, soy",['e442 - ammonium phosphatides; e476 - polyglycerol polyricinoleate'],Palm oil free; Non-vegan; Vegetarian
Hi-Five Banana Chips - - 200g,8901883001745.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Dried bananas",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 3,Processed foods,Eco-Score D,Fat in high quantity (32.8%); Sugars in low quantity (0.11%),"nendram banana, coconut oil, lodized salt and spices",,Palm oil content unknown; Vegan status unknown; Vegetarian
Vijay Gold Poha Medium - 1kg,8906012230119.0,Unknown,Vijay Gold,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, Rices",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score E,Fat in low quantity (0.94%),flattened rice,,Palm oil content unknown; Vegan status unknown; Vegetarian
Lion DesertKing Dates,8906006720152.0,Unknown,Lion,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates",Nutri-Score C,Average nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Not Available,dates,,Palm oil free; Vegan; Vegetarian
Happilo Green Raisins,8906081120236.0,Unknown,Happilo,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Dried products, Dried plant-based foods, Dried fruits, Raisins, Dry fruits",Nutri-Score D,Poor nutritional quality,NOVA not computed,Food processing level unknown,Eco-Score B,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (58.7%); Salt in low quantity (0.025%),seedless green raisins,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
real - Dabur,8901207050671.0,Unknown,Dabur,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (13.2%); Salt in low quantity (0%),"water, sugar, mango pulp , acidity regulator ins , stabilizers ins   ins , antioxidant ins , flavours nature identical and artificial mango flavouring substances and colour ins",['e110 - sunset yellow fcf; e300 - ascorbic acid; e330 - citric acid; e412 - guar gum; e466 - sodium carboxy methyl cellulose'],Palm oil free; Vegan status unknown; Vegetarian status unknown
8906102430139,8906102430139.0,Unknown,Unknown,"Dietary supplements, Vitamins, Multi vitamin tablets",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,total s total fat bodum  g  mg  p   micronutrients slend vitamin c lascorbic acid  mg  vitamin b nicotinamide  mg  vitamin e dlalphatocopheryl acetate  mg  vitamin b calcium dpantothenate  mg  vitamin b riboflavin  mg  vitamin b pyridoxine hydrochloride  mg  vitamin b thiamine mononitrate  mg a  vitamin retinyl acetate  mcg  folic acid npteroyllglutamic acid  mcg  biotin dbiotin  mcg  vitamin d ergocalciferol  iu  vitamin b cyanocobalamin  mcg  magnesium magnesium oxide  mg  iron ferrous fumarate  mg  zinc zinc oxide  mg  manganese manganese sulphate  mg  copper cupric sulphate  mg  lodine potassium iodide  mcg  chromium chromium trichloride  mcg  selenium sodium selenate  mcg  nutritional herbs korean ginseng root extract ginkgo biloba leaf extract liquorice root extract  mg  mg  mg natural antioxidants bland  mill nacetyllcysteine bilberry fruit extract,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Mother Dairy Butter,8901648091325.0,Unknown,Mother Dairy,"Dairies, Fats, Spreads, Spreadable fats, Dairy spreads, Animal fats, Butters, Milkfat",Nutri-Score E,Bad nutritional quality,NOVA 2,Processed culinary ingredients,Eco-Score D,Fat in high quantity (80%); Saturated fat in high quantity (50.3%); Sugars in low quantity (0.4%); Salt in high quantity (2.19%),butter  lodized salt,,Palm oil content unknown; Non-vegan; Vegetarian
poppins - Parle,8901719127144.0,Unknown,Parle,"Snacks, Sweet snacks, Confectioneries, Candies, Hard candies",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in high quantity (80.2%); Salt in low quantity (0.005%),"sugar, liquid glucose and acidity regulator  contains permitted synthetic food colours , , , , and added flavours artificial flavouring substances black currant raspberry, pineapple, orange mango net weight dispood as dry wa do not litter  g storage conditions store in a cool, hygienic and dry place for sale in india only pkd    g mrp incl of all taxes",['e102 - tartrazine; e110 - sunset yellow fcf; e122 - azorubine; e129 - allura red; e133 - brilliant blue fcf; e296 - malic acid'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Choco rolls - Parle - 12.5 g,8901719107870.0,Unknown,Parle,"Snacks, Sweet snacks, Confectioneries, Biscuits and cakes, Biscuits and crackers, Biscuits",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in high quantity (26.7%); Saturated fat in high quantity (12.6%); Sugars in high quantity (37%); Salt in low quantity (0.245%),"choco crme   sugar, refined oils palmolein, palm oil, cocoa solids, emulsifier of vegetable origin soy lecithin and artificial flavouring substancesvanilla, refined wheat flour maida, sugar, refined palm oil, invert sugar syrup, cocoa solids, ionised salt, raising agents  ii,  ii, and emulsifier of vegetable origin e contains added flavour artificial flavouring substances  vanilla containswheat, soy",['e322 - lecithins; e322i - lecithin; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; e500 - sodium carbonates; e503 - ammonium carbonates'],Palm oil; Vegan status unknown; Vegetarian status unknown
Nutrition Bar - RiteBite - 40g,8906009532998.0,Unknown,RiteBite,"Snacks, Sweet snacks, Bars, Cereal bars, Nutrition bar",Nutri-Score B,Good nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (10.2%); Saturated fat in moderate quantity (1.8%); Sugars in low quantity (1.3%); Salt in low quantity (0.119%),"peanuts , dark compound no added sugar  malttol, edible vegetable oil hydrogenated cocoa solids, emulsifier soy lecithin, cereals whole grain rolled oats  brown rice crispy, quinoa crispy maltitol, peanut butter , black currants, edible vegetable oil high oleic sunflower oil, dietary fiber fructooligosacharide, chicory fiber humectant glycerine,oats bran, cranberries, pumpkin seeds flaxseeds guar gum, tribasic calcium phosphate, emulsifier soy lecithin, binding agent salt and citric acid, antioxidant vitamin c, vitamin a, c, e contains oligofructose dietary fiber  gm gm allergen declaration contains nuts  cereals contains added flavours",['e322 - lecithins; e322i - lecithin; e330 - citric acid; e412 - guar gum; e422 - glycerol; e965 - maltitol'],May contain palm oil; Vegan status unknown; Vegetarian
"Chokissimo Choco Brownie - Cornetto - 72 g, 110 ml",8901030837616.0,Chocolate Ice Cream,Cornetto,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream cones",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in moderate quantity (16.7%); Saturated fat in high quantity (7.64%); Sugars in high quantity (28.8%); Salt in low quantity (0.153%),"frozen dessert ingredients water, compound coating  sugar, soyabean oil, palm oil, cocoa solids, coconut oil, cocoa butter, emulsifier  e, artificial vanillin flavouring substance, wafer biscuit cone refined wheat flour maida, sugar, cocoa powder, palm oil, emulsifier  e, iodised salt, food colour ed, sugar, chocolate flavoured confectionery  water, sugar, condensed milk, cocoa solids, palm oil, liquid glucose, milk solids, maltodextrin, emulsifiere, stabilisers e, e, artificial vanillin flavouring substance, dried brownie pieces  refined wheat flour maida, sugar, palm oil, liquid glucose, cocoa solids, milk solids, modified starche, leavening agent eii, emulsifiere, artificial vanilla  chocolate flavouring substances, edible palm oil, milk solids, liquid glucose, cocoa solids, salted almond praline almond, sugar, iodised salt, food colournatural ed, emulsifiere, vegetable protein soy, stabilisers e, e, e, e, nature identical flavouring substance, food coloursnatural ed, e, e, e",['e102 - tartrazine; e122 - azorubine; e133 - brilliant blue fcf; e1442 - hydroxypropyl distarch phosphate; e14xx - modified starch; e150d - sulphite ammonia caramel; e322 - lecithins; e407 - carrageenan; e410 - locust bean gum; e412 - guar gum; e417 - tara gum; e471 - mono- and diglycerides of fatty acids; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate'],Palm oil; Non-vegan; Vegetarian
Amla Chatpata Candy - Patanjali - 250g,8904109463549.0,Unknown,Patanjali,Unknown,Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,"emblica officinalis  g, saccharum officinarum  g, unaqua sodium chloride  g, mangifera indica  g, sodii chloridum  g, piper longum  g, piper nigrum  g, ammonium chloride  g, carum carvi  g, cuminum cyminum  g, syzygium aromaticum  g, zingiber officinale  g, citrus medica  g, mentha spicata  g, myristica fragrans  g, cinnamomum zeylanicum  g, trachyspermum ammi  g, ferula foetida  g, myristica fragrans  g",['e510 - ammonium chloride'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Hot & Sweet Tomato Chilli Sauce - Maggi - 1 kg,8901058903805.0,Unknown,Maggi,"Condiments, Sauces, Tomato sauces",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score A,Fat in low quantity (0%); Sugars in high quantity (56%); Salt in high quantity (1970%),"water, sugar, tomato paste , red chilli puree , lodised salt, acidity regulator , starch, mixed spices, garlic powder, thickener , onion powder and preservative  may contains milk  nut",['e260 - acetic acid; e415 - xanthan gum'],Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Coconut Oil - Get Real - 250ml,8904132918351.0,Coconut Oil,Get Real,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Coconut oils",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 2,Processed culinary ingredients,Eco-Score not computed,Fat in high quantity (100%); Saturated fat in high quantity (90%); Sugars in low quantity (0%),coconut oil,,Palm oil free; Vegan; Vegetarian
Kaffe Instant Blend 50g pp - - 1,8904132917552.0,Unknown,Unknown,"Plant-based foods and beverages, Plant-based foods, Coffees",Nutri-Score B,Good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score not computed,Not Available,coffee beans  chicory,,Palm oil free; Vegan; Vegetarian
Dairy Whitener - Amulya - 1kg,8901262090315.0,Unknown,Amulya,Unknown,Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,"milk solids, sucrose allergen information contains milk",,Palm oil free; Non-vegan; Vegetarian
Daily Health Toned Milk - Heritage - 500ml,8904089915137.0,Toned Milk,Heritage,"Dairies, Milks, Pasteurised milks, Toned milk",Nutri-Score B,Good nutritional quality,NOVA 1,Unprocessed or minimally processed foods,Eco-Score C,Fat in moderate quantity (3%); Saturated fat in moderate quantity (2%); Sugars in low quantity (0%); Salt in low quantity (0.1%),"milk solids toned milk, vitamin a palmitate  vitamin d ergocalciferol allergens information contains milk",,Palm oil content unknown; Non-vegan; Vegetarian
organic apple cider vinegar - boldfit - 500ml,8906135451736.0,Unknown,Boldfit,"Condiments, Vinegars, Cider vinegars",Nutri-Score not-applicable,Not-applicable for the category,NOVA not computed,Food processing level unknown,Eco-Score B,Fat in low quantity (0%); Sugars in low quantity (0%); Salt in low quantity (0.012%),certified organic apple juice fermented to  acidity,,Palm oil content unknown; Vegan status unknown; Vegetarian
Bikano khatta meetha 500g(20),8901414000285.0,Unknown,Unknown,Unknown,Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA not computed,Food processing level unknown,Eco-Score not computed,Not Available,"edible vegetable oil refined palmolein oil, refined rice bran oil, refined cottonseed oil, rice flakes , sugar sucrose, chickpea flour , peanuts , dried green peas, lentils , sago, maize flour, split bengal gram, mixed spices, rice flour, lodized salt, turmeric, carom seeds, black salt, acidity regulator e , raising agent e  ii allergen alert contains peanuts may contain wheat, milk, nuts, sesame, soy and oats",['e330 - citric acid; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate'],Palm oil; Vegan status unknown; Vegetarian status unknown
Kream Time - Mukkund - 30 g,8902268011830.0,Unknown,Mukkund,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score C,Fat in moderate quantity (17.3%); Saturated fat in high quantity (9.4%); Sugars in high quantity (25.1%); Salt in moderate quantity (0.685%),"refined wheat flour maida, sugar, edible vegetable oil palm, hydrogenated edible vegetable fat palm, liquid glucose, invert syrup, raising agents ins  ii, ins  ii, starch, milk solids, malt extract, edible common salt, yeast, emulsifiers ins , ins e, acidity regulator ins , dough conditioner ins   flour treatment agent ins  gropat rka en ca contains permitted synthetic food colour ins al  and added flavour nature identical flavouring substancelemon contains wheat, milk and soya",['e102 - tartrazine; e1101 - protease; e223 - sodium metabisulphite; e322 - lecithins; e330 - citric acid; e472e - mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate; e503 - ammonium carbonates; e503ii - ammonium hydrogen carbonate'],Palm oil; Non-vegan; Vegetarian status unknown
Gingelly Oil - Swarnam - 500ml,8908010770024.0,Unknown,Swarnam,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Fats, Cereals and their products, Vegetable fats, Vegetable oils, Cereal oils, Sesame oils",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 2,Processed culinary ingredients,Eco-Score C,Fat in high quantity (100%); Saturated fat in high quantity (13%),sesame oil,,Palm oil free; Vegan; Vegetarian
7up - PepsiCo - 500 ml,8902080002290.0,Unknown,PepsiCo,"Beverages, Carbonated drinks, Waters, Artificially sweetened beverages, Sodas, Carbonated waters",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not yet applicable,Fat in low quantity (0%); Saturated fat in low quantity (0%); Sugars in low quantity (0%); Salt in low quantity (0%),"carbonated water, acidity regulators, flavour natural flavouring substances, sweeteners, preservatives, noncaloric sweeteners, mixture of aspartame,sucralose and acesulfame potassium",['e950 - acesulfame k; e951 - aspartame; e955 - sucralose'],Palm oil free; Vegan status unknown; Vegetarian status unknown
Comfort - - 19ml,8901030865909.0,Unknown,Unknown,"Non food products, Open Products Facts",Nutri-Score not-applicable,Not-applicable for the category,NOVA 4,Ultra processed foods,Eco-Score not computed,Not Available,,,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Fruity - modern - 200g,8904043551494.0,Unknown,Modern,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in moderate quantity (3.6%); Saturated fat in moderate quantity (2.3%); Sugars in moderate quantity (10.2%); Salt in moderate quantity (0.768%),"refined wheat flour maida, glazed fruit  papaya, sugar, acidity regulator , modern preservative , contains permitted synthetic food colours , , , sugar, edible vegetable fat onteresterified, yeast, gluten, lodized salt, soya flour, preservative , emulsifier  , flour treatment agents ,  , acidity regulator  antioxidant , spices and condiments contains added flavour matureidentical flavouring ces vanilla",['e102 - tartrazine; e110 - sunset yellow fcf; e129 - allura red; e211 - sodium benzoate; e282 - calcium propionate; e300 - ascorbic acid; e330 - citric acid; e481 - sodium stearoyl-2-lactylate; e510 - ammonium chloride'],Palm oil content unknown; Vegan status unknown; Vegetarian
fun food peanut butter - Dr oetker,8906002006410.0,Unknown,Dr oetker,"Plant-based foods and beverages, Plant-based foods, Spreads, Nuts and their products, Plant-based spreads, Oilseed purees, Nut butters",Nutri-Score C,Average nutritional quality,NOVA 3,Processed foods,Eco-Score not computed,Not Available,"roasted peanuts , sugar, edible vegetable fat soyabean, lodised salt contains nut",,Palm oil content unknown; Vegan status unknown; Vegetarian status unknown
Ginger Garlic - Culinary Paste - Catch - 200 g,8901192205261.0,Unknown,Catch,"Condiments, Sauces, Culinary paste",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (0.16%); Saturated fat in low quantity (0%); Sugars in moderate quantity (6.4%); Salt in high quantity (3.63%),"ginger , garlic , water, lodized salt, acidity regulator ins , stabilizer ins , preservatives ins   ins",['e211 - sodium benzoate; e224 - potassium metabisulphite; e296 - malic acid; e415 - xanthan gum'],Palm oil free; Vegan status unknown; Vegetarian
Pazzta Masala Penne - Maggi - 69.5 g,8901058003017.0,Unknown,Maggi,"Plant-based foods and beverages, Plant-based foods, Meals, Pasta dishes, Pastas, Instant pasta",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score not computed,Fat in low quantity (2%); Saturated fat in moderate quantity (1.5%); Sugars in moderate quantity (6.9%); Salt in high quantity (2.01%),"semolina wheat  masala tastemaker  creative visualization refer pack for more details mixed spices  dehydrated onion, toasted onion flakes, coriander powder, roasted garlic flake aniseed powder, turmeric powder, dehydrated coriander leaves, cumin powder, garlic powder, red chilli powder, black pepper powder, fenugreek powder, ginger powder, capsicum extract, clove powde green cardamom powder, nutmeg powder, coriander extract and cumin extract, milk solids, sugar lodized salt, starch, dehydrated green peas , flavour enhancer , palm oil, yeast extract powder, thickener , colour d and acidity regulator  contains wheat  milk may contains mustard  soy","[""e150d - sulphite ammonia caramel; e330 - citric acid; e508 - potassium chloride; e635 - disodium 5'-ribonucleotide""]",Palm oil; Non-vegan; Vegetarian
Oats and Raisins Cookies - Sunfeast - 150g,8901725004675.0,Unknown,"Sunfeast, Farmlite","Snacks, Sweet snacks, Biscuits and cakes, Biscuits",Nutri-Score D,Poor nutritional quality,NOVA 4,Ultra processed foods,Eco-Score D,Fat in moderate quantity (19.5%); Saturated fat in high quantity (9.8%); Sugars in high quantity (18.3%); Salt in moderate quantity (0.745%),"trans fat free wheat flour atta , refined palm oil, oat flakes , sugar, raisins , corn flakes, liquid glucose, raising agents ins  ii, ins ii, ins i, milk solids, maltodextrin, invert syrup, natural flavours and natural flavouring substances, lodized salt, colours ins d, ins c emulsifier lecithin from soyabean, artificial flavouring substances milk, vanilla and nature identical flavouring substances",['e150c - ammonia caramel; e150d - sulphite ammonia caramel; e322 - lecithins; e322i - lecithin; e450 - diphosphates; e450i - disodium diphosphate; e500 - sodium carbonates; e500ii - sodium hydrogen carbonate; e503 - ammonium carbonates; e503ii - ammonium hydrogen carbonate'],Palm oil; Non-vegan; Vegetarian
goodeatz Lentil Soup - Fast&Up - 22g,8906097592911.0,Unknown,"Fast&Up, Goodeatz","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Reheatable soups, Vegetable soups, Reheatable vegetable soups, Lentil soups",Nutri-Score E,Bad nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in low quantity (2.8%); Saturated fat in low quantity (0.52%); Sugars in moderate quantity (8%); Salt in high quantity (8.7%),"pea protein , edible starches tapioca, potato, pink salt, flavouring substances natural and nature identical, spices and condiments, dehydrated vegetables  canned tomato, toor dal , inulin , refined sunflower oil, thickener ins , flavour enhancers ins , ins , anti caking agent ins , extracts curcumin, tulsi",['e100 - curcumin; e412 - guar gum; e551 - silicon dioxide; e627 - disodium guanylate; e631 - disodium inosinate'],Palm oil free; Vegan; Vegetarian
Happy Full Cream Milk - Heritage - 500ml,8904089918138.0,Unknown,Heritage,"Dairies, Milks",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 1,Unprocessed or minimally processed foods,Eco-Score D,Fat in moderate quantity (6%); Saturated fat in moderate quantity (4%); Salt in low quantity (0.125%),"milk solids full cream milk, vitamin a palmitate  vitamin d ergocalciferol allergens information contains milk",,Palm oil free; Non-vegan; Vegetarian
Samyang Ramen - 120 g,8801073115118.0,Unknown,Samyang,"Plant-based foods and beverages, Plant-based foods, Dried products, Pastas, Dried products to be rehydrated, Noodles, Instant noodles",Nutri-Score unknown,Missing data to compute the Nutri-Score,NOVA 4,Ultra processed foods,Eco-Score C,Not Available,"green tea flavour noodle  refined wheat flour, refined palm oil, starch acetatee, potato starch, edible common salt, emulsifier soy lecithine, acidity regulatorspotassium carbonateei, sodium carbonatee, sodium phosphate dibasice  citric acide, thickener guar gume, food colour riboflavine and natural identical soup soy saucesoybean, refined wheat flour, edible common salt,  water, yeast extract powder, flavour enhancer monosodium glutamatee, edible common salt, sugar, roasted wheat flour rice flour, black pepper powder chilli pepper powder, disodium  ribonucleotidee, onion powder  food colour caramel e c flake dried carrot flake, dried bok choy, dehydrated chives, dried cabbage flake","[""e101 - riboflavin; e101i - riboflavin; e1420 - acetylated starch; e150c - ammonia caramel; e322 - lecithins; e322i - lecithin; e330 - citric acid; e339 - sodium phosphates; e412 - guar gum; e500 - sodium carbonates; e500i - sodium carbonate; e501 - potassium carbonates; e501i - potassium carbonate; e621 - monosodium glutamate; e635 - disodium 5'-ribonucleotide""]",Palm oil; Vegan status unknown; Vegetarian status unknown
Mishti Doi - Epigamia - 80g,8906059638329.0,Unknown,Epigamia,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts",Nutri-Score C,Average nutritional quality,NOVA 4,Ultra processed foods,Eco-Score B,Fat in moderate quantity (5%); Saturated fat in moderate quantity (3.75%); Sugars in high quantity (17.5%); Salt in low quantity (0.197%),"low lactose full cream milk milk, milk solids, enzyme bgalactosidase, sugar, colour ins a, flavour natural flavouring substances, permitted lactic acid culture",['e150a - plain caramel'],Palm oil content unknown; Non-vegan; Vegetarian
